1,ExcitatoryNeuron,Interneuron,143.6547597540714,Nptxr,0.28878186407328343,0
1,ExcitatoryNeuron,Interneuron,143.6547597540714,Rprm,-0.6140685638108923,0
1,ExcitatoryNeuron,Interneuron,143.6547597540714,Syt17,0.6551333235844905,0
1,ExcitatoryNeuron,Interneuron,143.6547597540714,Nefh,0.5810438452240181,0
1,ExcitatoryNeuron,Interneuron,143.6547597540714,Nptx1,-0.47948997297288715,0
1,ExcitatoryNeuron,Interneuron,143.6547597540714,Trib2,0.5548052031531044,0
1,ExcitatoryNeuron,Microglia,167.00557894872836,Ttyh2,-0.8585370610394849,0
1,ExcitatoryNeuron,Astrocyte,181.85284408004193,Slc39a12,0.6228363524909984,0
1,ExcitatoryNeuron,Astrocyte,181.85284408004193,Slc7a1,0.5390402890137459,0
1,ExcitatoryNeuron,Astrocyte,181.85284408004193,Epas1,0.5249576408236609,0
1,ExcitatoryNeuron,Astrocyte,181.85284408004193,Hrh3,0.4112851559093175,0
1,ExcitatoryNeuron,Astrocyte,181.85284408004193,Igf1r,-0.5032166236185648,0
1,ExcitatoryNeuron,Astrocyte,181.85284408004193,Nfkbia,-0.5782039688266902,0
1,Astrocyte,ExcitatoryNeuron,168.69167364738718,Zcchc24,-1.4765040754605758,0
1,Astrocyte,Microglia,147.9052933416403,Ptprz1,0.9038594596316817,0
1,ExcitatoryNeuron,Endothelial,170.12239656770333,Epas1,0.5239664337703799,0
1,ExcitatoryNeuron,Endothelial,170.12239656770333,Nr4a1,0.3623834706583274,0
1,ExcitatoryNeuron,Endothelial,170.12239656770333,Syt17,-0.5777154915642799,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Cnp,1.0751190848361303,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Igsf21,0.4181247326491082,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Diras2,0.4164474030843532,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Prkcg,0.35167097141880865,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Nptxr,-0.416036803441818,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Grm2,-0.6635910879059015,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Sema5a,0.5377247482942131,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Mog,0.5358523997806973,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Rprm,0.49665345501972213,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Ntsr2,0.4545972470527523,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Nptx1,0.3689712715018094,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Etv5,0.3680472852523515,0
1,ExcitatoryNeuron,Oligodendrocyte,205.15093979799352,Islr2,0.4906990721054011,0
1,Interneuron,Oligodendrocyte,190.47628675246168,Sox8,1.8404808677654025,0
1,Oligodendrocyte,Interneuron,202.87397565976767,Nfkbia,1.5905435853077086,0
1,Interneuron,Endothelial,225.88281497271996,Tshz1,2.329423597089859,0
1,Interneuron,Astrocyte,177.15225090300137,Cldn5,1.699561359868922,0
1,Astrocyte,Oligodendrocyte,207.13598456086734,Pkp4,2.075891061311037,0
1,Astrocyte,Oligodendrocyte,207.13598456086734,Mog,1.504351240415218,0
1,Astrocyte,Oligodendrocyte,207.13598456086734,Bcas1,1.1570759957839543,0
1,Astrocyte,Oligodendrocyte,207.13598456086734,Acsbg1,0.46853869556521666,0
1,Interneuron,Microglia,194.61434273968618,Enpp2,1.4386969621762578,0
1,Interneuron,Microglia,194.61434273968618,Sdc4,1.4997756290152688,0
1,Interneuron,Microglia,194.61434273968618,Igf1r,1.4141716807794267,0
